car_id,Column1,Column2
207,1167,1686
208,1173,1674
209,1186,1680
210,1206,1710
211,1267,1737
212,1257,1718
213,1377,1719
214,1388,1729
215,1382,1720
216,1450,1711
217,1487,1657
218,1456,1675
219,1489,1639
220,1484,1651
221,1512,1597
222,1526,1608
223,1565,1553
224,1582,1575
225,1598,1513
226,1627,1445
227,1648,1422
228,1657,1427
229,1650,1402
230,1714,1410
231,1714,1413
232,1779,1452
233,1828,1441
234,1892,1435
235,1828,1457
236,1877,1436
237,1839,1461
238,1840,1461
239,1825,1459
240,1822,1475
241,1840,1460
242,1842,1460
243,1842,1462
244,1842,1466
245,1842,1462
246,1843,1462
247,1842,1464
248,1887,1468
249,1886,1469
250,1869,1446
251,1851,1464
252,1855,1464
253,1856,1462
254,1856,1462
255,1878,1471
256,1857,1465
257,1857,1465
258,1874,1455
259,1859,1463
260,1876,1459
261,1859,1465
262,1860,1465
263,1860,1465
264,1861,1461
265,1861,1465
266,1863,1468
267,1863,1467
268,1863,1466
269,1866,1469
270,1864,1468
271,1872,1458
272,1875,1465
273,1868,1469
274,1870,1468
275,1870,1468
276,1866,1468
277,1864,1465
278,1867,1468
279,1867,1466
280,1869,1462
281,1868,1463
282,1870,1464
283,1867,1468
284,1859,1464
285,1885,1481
286,1883,1481
287,1913,1495
288,1972,1478
289,1988,1482
290,1982,1508
291,1987,1544
292,1987,1551
293,1988,1554
294,1910,1619
295,1965,1613
296,2010,1700
297,2045,1730
298,2042,1460
299,2040,1451
300,2037,1452
301,2023,1446
302,2029,1446
303,2027,1445
304,2028,1445
305,2051,1452
306,2050,1452
307,2051,1451
308,2049,1446
309,2051,1448
310,2049,1445
311,2049,1444
312,2053,1444
313,2049,1444
314,2052,1446
315,2049,1442
316,2053,1437
317,2028,1414
318,2033,1425
319,2056,1443
320,2056,1444
321,2023,1464
322,2058,1444
323,2058,1445
324,2058,1441
325,2060,1443
326,2060,1444
327,2060,1445
328,2062,1443
329,2063,1444
330,2062,1441
331,2062,1442
332,2065,1448
333,2066,1448
334,2072,1440
335,2065,1446
336,2065,1439
337,2065,1444
338,2075,1439
339,2075,1441
340,2065,1446
341,2068,1426
342,2064,1439
343,2065,1438
344,2065,1437
345,2066,1445
346,2066,1442
347,2066,1442
348,2069,1441
349,2072,1450
350,2071,1439
351,2073,1440
352,2080,1439
353,2081,1440
354,2081,1439
355,2087,1429
356,2086,1439
357,2088,1434
358,2091,1439
359,2092,1438
360,2060,1424
361,2077,1440
362,2097,1438
363,2097,1438
364,2098,1437
365,2100,1438
366,2119,1437
367,2117,1435
368,2107,1448
369,2117,1439
370,2115,1436
371,2100,1439
372,2113,1434
373,2111,1440
374,2104,1437
375,2108,1440
376,2107,1440
377,2107,1439
378,2097,1438
379,2107,1437
380,2107,1438
381,2108,1438
382,2107,1438
383,2107,1437
384,2106,1438
385,2113,1438
386,2110,1435
387,2110,1442
388,2108,1436
389,2107,1438
390,2107,1438
391,2098,1437
392,2100,1440
393,2085,1441
394,2111,1447
395,2077,1450
396,2090,1444
397,2092,1438
398,2112,1443
399,2111,1443
400,2109,1449
401,2095,1448
402,2115,1439
403,2051,1446
404,2111,1437
405,2059,1438
406,2112,1438
407,2108,1437
408,2055,1444
409,2058,1441
410,2106,1436
411,2062,1438
412,2112,1441
413,2103,1436
414,2109,1440
415,2111,1441
416,2073,1434
417,2056,1446
418,2061,1441
419,2109,1441
420,2105,1438
421,2062,1442
422,2059,1444
423,2069,1437
424,2064,1440
425,2108,1442
426,2061,1445
427,2091,1436
428,2068,1441
429,2070,1441
430,2096,1439
431,2092,1439
432,2088,1439
433,2071,1442
434,2070,1443
435,2065,1447
436,2067,1450
437,2048,1443
438,2051,1442
439,2051,1443
440,2063,1437
441,2085,1497
442,2084,1476
443,2085,1477
444,2058,1518
445,2115,1472
446,2054,1444
447,2065,1447
448,2084,1477
449,2084,1479
450,2081,1476
451,2081,1476
452,2077,1476
453,2066,1474
454,2076,1453
455,2088,1467
456,2069,1514
457,2072,1473
458,2101,1456
459,2080,1439
460,2088,1497
461,2049,1478
462,2054,1423
463,2054,1423
464,2056,1423
465,2100,1447
466,2022,1444
467,2022,1447
468,2042,1434
469,2063,1431
470,2079,1454
471,2029,1470
472,2029,1470
473,2049,1449
474,2049,1451
475,2062,1468
476,2040,1459
477,2045,1482
478,2059,1464
479,2050,1482
480,2057,1479
481,2042,1461
482,2055,1480
483,2050,1481
484,2041,1463
485,2049,1481
486,2056,1477
487,2051,1480
488,2046,1478
489,2045,1478
490,2049,1477
491,2041,1433
492,2053,1475
493,2050,1474
494,2051,1472
495,2044,1468
496,2047,1474
497,2044,1476
498,2044,1474
499,2038,1466
500,2040,1478
501,2039,1470
502,2049,1470
503,2037,1473
504,2019,1469
505,2010,1484
506,2024,1472
507,2026,1474
508,2006,1481
509,2023,1485
510,2022,1483
511,2024,1488
512,2021,1497
513,2020,1485
514,2018,1482
515,1979,1480
516,2033,1514
517,1951,1511
518,1951,1512
519,1954,1511
520,1986,1549
521,1996,1494
522,2026,1482
523,2037,1518
524,2011,1503
525,2021,1555
526,1988,1549
527,1990,1557
528,2049,1476
529,2046,1482
530,2044,1442
531,2050,1452
532,2060,1488
533,2042,1452
534,2026,1482
535,2039,1479
536,2045,1442
537,2032,1445
538,2033,1446
539,2042,1446
540,2037,1451
541,2046,1478
542,2040,1479
543,2045,1478
544,2045,1481
545,2042,1488
546,2041,1489
547,2047,1492
548,2052,1510
549,2045,1511
550,2041,1509
551,2040,1511
552,2041,1490
553,2050,1513
554,2046,1488
555,2046,1487
556,2047,1492
557,2050,1501
558,2058,1482
559,2069,1500
560,2061,1499
561,2064,1487
562,2061,1509
563,2053,1487
564,2061,1485
565,2083,1479
566,2068,1496
567,2070,1496
568,2072,1482
569,2071,1489
570,2078,1483
571,2109,1449
572,2070,1450
573,2085,1522
574,2050,1482
575,2087,1477
576,2079,1486
577,2075,1486
578,2085,1484
579,2081,1489
580,2081,1489
581,2081,1476
582,2083,1478
583,2066,1509
584,2066,1482
585,2082,1479
586,2092,1486
587,2082,1479
588,2062,1496
589,2062,1494
590,2064,1487
591,2071,1481
592,2072,1494
593,2076,1491
594,2074,1493
595,2075,1493
596,2080,1494
597,2085,1486
598,2083,1478
599,2084,1478
600,2073,1504
601,2088,1482
602,2058,1483
603,2067,1480
604,2072,1482
605,2063,1486
606,2065,1487
607,2063,1536
608,2059,1528
609,2058,1518
610,2064,1519
611,2062,1501
612,2049,1501
613,2051,1513
614,2063,1508
615,2062,1508
616,2061,1487
617,2063,1486
618,2069,1492
619,2051,1511
620,2043,1499
621,2053,1504
622,2047,1501
623,2047,1497
624,2048,1502
625,2040,1503
626,2047,1501
627,2048,1502
628,2044,1487
629,2048,1501
630,2051,1492
631,2046,1496
632,2046,1489
633,2046,1490
634,2042,1494
635,2046,1483
636,2045,1482
637,2046,1485
638,2045,1485
639,2049,1470
640,2041,1483
641,2043,1486
642,2042,1487
643,2042,1487
644,2044,1481
645,2042,1487
646,2044,1483
647,2042,1486
648,2042,1486
649,2043,1482
650,2041,1486
651,2042,1485
652,2043,1482
653,2041,1486
654,2042,1485
655,2043,1482
656,2042,1482
657,2040,1480
658,2041,1486
659,2041,1486
660,2041,1486
661,2041,1486
662,2041,1484
663,2042,1493
664,2041,1484
665,2040,1482
666,2040,1482
667,2040,1482
668,2039,1482
669,2040,1482
670,2038,1483
671,2038,1482
672,2038,1483
673,2038,1483
674,2038,1483
675,2038,1483
676,2037,1484
677,2037,1485
678,2036,1484
679,2036,1482
680,2035,1483
681,2035,1483
682,2032,1482
683,2034,1483
684,2034,1484
685,2032,1483
686,2033,1483
687,2032,1483
688,2029,1484
689,2033,1483
690,2031,1485
691,2030,1485
692,2029,1485
693,2028,1485
694,2025,1483
695,2017,1483
696,2024,1483
697,2026,1484
698,2028,1485
699,2033,1501
700,2036,1501
701,2041,1492
702,2041,1487
703,2037,1492
704,2042,1507
705,2037,1485
706,2032,1486
707,2029,1487
708,2026,1486
709,2024,1483
710,2022,1483
711,2019,1484
712,2019,1483
713,2019,1485
714,2018,1485
715,1988,1554
716,1942,1513
717,1989,1548
718,1940,1512
719,2007,1484
720,1943,1514
721,1944,1511
722,1944,1511
723,1946,1510
724,1946,1510
725,1949,1511
726,1972,1480
727,2007,1506
728,1968,1530
729,1973,1487
730,1969,1529
731,2027,1492
732,1931,1513
733,1939,1513
734,1937,1511
735,1990,1549
736,2011,1483
737,1940,1512
738,1958,1476
739,2008,1484
740,1991,1544
741,1943,1513
742,1943,1511
743,1945,1518
744,1944,1511
745,1946,1509
746,1948,1511
747,1949,1511
748,1987,1544
749,1987,1544
750,1951,1511
751,1951,1512
752,1966,1530
753,2021,1525
754,1987,1551
755,1964,1532
756,1944,1510
757,1987,1522
758,1990,1509
759,1988,1511
760,1988,1509
761,1988,1509
762,1986,1508
763,1986,1510
764,1986,1509
765,1984,1511
766,1984,1509
767,1975,1510
768,1983,1509
769,1983,1508
770,1982,1508
771,1976,1511
772,1977,1512
773,1981,1507
774,1976,1510
775,1981,1508
776,1977,1508
777,1977,1509
778,1977,1509
779,1979,1507
780,1979,1510
781,1977,1509
782,1978,1509
783,1980,1509
784,1980,1508
785,1982,1508
786,1982,1508
787,2025,1486
788,1984,1508
789,1989,1510
790,1983,1507
791,1986,1508
792,1985,1508
793,1985,1507
794,1986,1507
795,1977,1489
796,1989,1507
797,1987,1508
798,1988,1507
799,2004,1495
800,2008,1507
801,1986,1508
802,1995,1482
803,1950,1478
804,1989,1481
805,1972,1478
806,1966,1479
807,1945,1475
808,1927,1475
809,1953,1475
810,1886,1478
811,1885,1479
812,1877,1471
813,1886,1470
814,1875,1466
815,1873,1468
816,1870,1468
817,1870,1464
818,1859,1464
819,1778,1439
820,1712,1412
821,1713,1408
822,1657,1390
823,1610,1453
824,1645,1465
825,1625,1452
826,1600,1518
827,1600,1539
828,1578,1555
829,1575,1567
830,1559,1568
831,1554,1570
832,1529,1572
833,1521,1615
834,1522,1610
835,1523,1609
836,1504,1655
837,1524,1636
838,1495,1640
839,1505,1646
840,1505,1646
841,1495,1669
842,1485,1658
843,1484,1651
844,1441,1679
845,1446,1690
846,1394,1737
847,1388,1729
848,1369,1727
849,1263,1731
850,1167,1688
851,1167,1688
852,1167,1688
853,1167,1688
854,1167,1688
855,1167,1688
856,1167,1688
857,1167,1689
858,1167,1689
859,1168,1689
860,1172,1686
861,1172,1686
862,1175,1690
863,1175,1690
864,1172,1687
865,1177,1688
866,1175,1690
867,1176,1691
868,1172,1686
869,1188,1694
870,1568,830
871,1591,622
872,1568,836
873,1584,877
874,1552,449
875,1544,910
876,1544,910
877,1577,823
878,1583,807
879,1589,848
880,1446,406
881,2072,619
882,1100,503
883,1563,819
884,1444,378
885,1444,378
886,1589,848
887,1590,846
888,1589,848
889,1444,378
890,1464,572
891,1402,400
892,1574,870
893,1444,378
894,1504,483
895,1589,848
896,1471,572
897,1155,864
898,636,929
899,1594,867
900,1589,848
901,1121,560
902,1610,909
903,1608,908
904,1589,848
905,1568,830
906,1567,863
907,1589,848
908,1669,819
909,1589,848
910,1589,848
911,1444,378
912,645,924
913,1617,845
914,1589,848
915,1589,848
916,1589,848
917,1589,848
918,1589,848
919,1589,848
920,1589,848
921,1551,885
922,1544,910
923,1541,912
924,1534,907
925,1544,910
926,1504,483
927,1589,848
928,1590,846
929,1444,378
930,1590,846
931,1589,848
932,1589,848
933,1589,848
934,1444,378
935,1589,848
936,1589,848
937,1595,870
938,1589,848
939,1571,846
940,1504,483
941,1589,848
942,1590,846
943,1444,378
944,1589,848
945,1444,378
946,1593,868
947,1444,378
948,1498,657
949,1500,662
950,1773,519
951,1845,512
952,1309,410
953,1445,384
954,1402,400
955,1595,848
956,1589,848
957,1595,848
958,1592,845
959,1589,848
960,1594,863
961,1595,848
962,1591,850
963,1590,846
964,1589,848
965,1589,848
966,1589,848
967,1589,848
968,1444,378
969,1444,378
970,1590,846
971,1589,848
972,1444,378
973,1589,848
974,1593,866
975,1595,870
976,1589,848
977,1444,378
978,1497,570
979,1503,561
980,1503,561
981,1510,600
982,1493,610
983,1498,657
984,1496,650
985,1478,630
986,1491,431
987,1444,378
988,1466,696
989,1444,378
990,1444,378
991,1417,378
992,1617,845
993,1589,848
994,1444,378
995,1594,863
996,1592,858
997,1592,858
998,1587,854
999,1600,884
1000,1571,849
1001,1589,848
1002,1589,848
1003,1589,848
1004,1565,845
1005,1589,848
1006,1571,849
1007,1444,378
1008,1444,378
1009,1571,849
1010,1571,847
1011,1590,846
1012,1589,848
1013,1590,846
1014,1589,848
1015,1617,845
1016,2199,356
1017,1589,848
1018,1593,842
1019,1595,861
1020,1597,864
1021,1594,863
1022,1592,863
1023,1444,378
1024,1589,848
1025,1617,845
1026,1589,848
1027,1444,378
1028,1446,406
1029,1445,384
1030,1427,428
1031,1445,384
1032,1444,378
1033,1469,402
1034,1445,384
1035,1444,378
1036,1586,849
1037,1595,848
1038,1589,848
1039,1594,849
1040,1590,846
1041,1605,857
1042,1595,861
1043,1593,866
1044,1589,848
1045,1586,853
1046,1589,848
1047,1444,378
1048,1417,378
1049,1444,378
1050,1574,870
1051,1583,807
1052,1587,843
1053,1589,848
1054,1443,389
1055,1589,848
1056,1589,848
1057,1595,848
1058,1589,841
1059,1589,848
1060,1446,427
1061,1469,386
1062,1403,404
1063,1442,376
1064,1590,846
1065,1571,847
1066,1574,850
1067,1417,378
1068,1446,427
1069,1479,437
1070,1444,378
1071,1445,384
1072,1402,400
1073,1468,424
1074,1617,845
1075,1504,483
1076,1589,848
1077,1444,402
1078,1550,760
1079,1567,771
1080,1470,723
1081,1576,785
1082,1550,760
1083,1584,790
1084,1549,899
1085,1545,893
1086,1549,899
1087,1550,760
1088,1584,790
1089,1639,1406
1090,1584,790
1091,1573,786
1092,1550,760
1093,558,942
1094,645,924
1095,1555,901
1096,1487,896
1097,1651,860
1098,645,924
1099,645,924
1100,1665,698
1101,1679,853
1102,1677,980
1103,1732,1027
1104,1779,1150
1105,1779,1150
1106,1732,1027
1107,1502,792
1108,1510,781
1109,1525,772
1110,1593,873
1111,1638,891
1112,1682,850
1113,1701,738
1114,1707,772
1115,1701,841
1116,1700,843
1117,1679,853
1118,1680,856
1119,1658,874
1120,1655,879
1121,1651,882
1122,1524,881
1123,1544,910
1124,645,924
1125,1568,836
1126,1567,896
1127,1568,836
1128,1667,1416
1129,1451,777
1130,1437,799
1131,1586,835
1132,1638,891
1133,1379,922
1134,1458,827
1135,1509,1585
1136,1470,809
1137,1515,1589
1138,1492,1593
1139,1812,1513
1140,1618,848
1141,1466,1553
1142,1488,756
1143,1712,1435
1144,1733,1440
1145,1738,1442
1146,1638,1508
1147,1515,1589
1148,1564,1574
1149,1533,1625
1150,1457,880
1151,1456,881
1152,1425,1523
1153,1428,1519
1154,1812,1513
1155,1428,1525
1156,1623,1491
1157,1456,881
1158,1962,1346
1159,1466,921
1160,1456,881
1161,1562,841
1162,1456,881
1163,1423,770
1164,1515,1589
1165,1478,766
1166,1469,757
1167,1515,1589
1168,1812,1513
1169,1458,1542
1170,1837,1338
1171,1564,1574
1172,1962,1346
1173,1812,1513
1174,1457,880
1175,1552,781
1176,1456,881
1177,1515,1589
1178,1812,1513
1179,1584,801
1180,1564,1574
1181,1495,1640
1182,1488,1598
1183,1818,1360
1184,1962,1346
1185,1515,1589
1186,1564,1574
1187,1515,1589
1188,1532,1635
1189,1812,1513
1190,1830,1393
1191,1495,1640
1192,1515,1589
1193,1539,1412
1194,1584,768
1195,1564,1574
1196,1570,1422
1197,1564,1574
1198,1488,1598
1199,1470,1558
1200,1564,1574
1201,1456,881
1202,1515,1589
1203,1638,1508
1204,1515,1589
1205,1554,1570
1206,1413,1520
1207,1812,1513
1208,1495,1640
1209,1428,1519
1210,1962,1346
1211,1812,1513
1212,1812,1513
1213,1672,1450
1214,1962,1346
1215,1946,1343
1216,1564,1574
1217,1812,1513
1218,1564,1574
1219,1488,756
1220,1532,1635
1221,1564,1574
1222,1515,1589
1223,1727,1447
1224,1564,1574
1225,1492,1593
1226,1463,1552
1227,1812,1513
1228,1425,773
1229,1413,1520
1230,1641,1419
1231,1815,1491
1232,1962,1346
1233,1672,1450
1234,1577,849
1235,1478,766
1236,1509,1585
1237,1728,1452
1238,1488,1598
1239,1891,1330
1240,1515,1589
1241,1840,1460
1242,946,566
1243,1456,881
1244,1837,1338
1245,1515,1589
1246,1532,1635
1247,1995,1482
1248,1812,1513
1249,1812,1513
1250,1962,1346
1251,1554,1570
1252,1812,1513
1253,1812,1513
1254,1738,1442
1255,1498,766
1256,443,1097
1257,430,1099
1258,506,1094
1259,1567,896
1260,1558,880
1261,1556,877
1262,1557,892
1263,1558,880
1264,506,1094
1265,1515,1589
1266,1498,766
1267,506,1094
1268,1515,1589
1269,1812,1513
1270,1532,1635
1271,1456,881
1272,1814,1515
1273,1520,814
1274,1735,1472
1275,1728,1452
1276,1474,1560
1277,1564,1574
1278,1812,1513
1279,1812,1513
1280,1812,1513
1281,1962,1346
1282,1667,1416
1283,1812,1513
1284,1812,1513
1285,1812,1513
1286,1738,1442
1287,1515,1589
1288,1676,1420
1289,1727,1447
1290,1728,1452
1291,1456,881
1292,1566,831
1293,1564,1574
1294,1812,1513
1295,1524,1465
1296,1524,1465
1297,1524,1465
1298,1488,1598
1299,1564,1574
1300,1537,763
1301,1042,547
1302,1585,867
1303,1585,866
1304,1571,846
1305,645,924
1306,1537,763
1307,1560,888
1308,1566,918
1309,1663,685
1310,645,924
1311,645,924
1312,1609,854
1313,1636,881
1314,1615,864
1315,1558,853
1316,1577,849
1317,1577,854
1318,1621,854
1319,1509,846
1320,1476,855
1321,1479,866
1322,1464,379
1323,1539,885
1324,1545,893
1325,1534,882
1326,1556,888
1327,1560,901
1328,1506,806
1329,1568,830
1330,1664,683
1331,1590,798
1332,1590,843
1333,1569,829
1334,1539,885
1335,1528,874
1336,1641,891
1337,1642,893
1338,1640,891
1339,1562,855
1340,645,924
1341,645,924
1342,1696,773
1343,1617,810
1344,1612,846
1345,1651,882
1346,1402,810
1347,1402,827
1348,1577,849
1349,1549,779
1350,1612,846
1351,145,1463
1352,645,924
1353,645,924
1354,1543,837
1355,1540,832
1356,1561,869
1357,1701,738
1358,1812,1513
1359,1576,886
1360,654,921
1361,1605,857
1362,1701,723
1363,1489,782
1364,1641,1419
1365,1467,720
1366,1605,878
1367,1732,1027
1368,1605,878
1369,1561,888
1370,1557,892
1371,1469,778
1372,1469,757
1373,1471,777
1374,1481,767
1375,1467,720
1376,645,924
1377,645,924
1378,645,924
1379,2052,1446
1380,2052,1446
1381,2069,1514
1382,2069,1514
1383,2097,1438
1384,1773,519
1385,1532,719
1386,1549,779
1387,1440,744
1388,645,924
1389,1113,496
1390,1118,488
1391,1119,492
1392,1109,486
1393,213,1023
1394,174,1044
1395,174,1044
1396,213,1023
1397,335,943
1398,371,898
1399,892,522
1400,888,523
1401,1020,493
1402,1014,474
1403,1020,493
1404,1013,477
1405,1013,480
1406,1014,478
1407,1020,493
1408,658,688
1409,213,1023
1410,174,1044
1411,174,1044
1412,213,1023
1413,273,995
1414,319,941
1415,335,943
1416,1012,478
1417,1020,493
1418,174,1044
1419,213,1023
1420,319,941
1421,1020,493
1422,1020,493
1423,1109,497
1424,1093,490
1425,1020,493
1426,1014,478
1427,1110,502
1428,1093,490
1429,1008,478
1430,1032,496
1431,1020,493
1432,1497,570
1433,1631,717
1434,1648,717
1435,1634,714
1436,1635,714
1437,1634,720
1438,1635,721
1439,1639,718
1440,1085,462
1441,1094,495
1442,1281,498
1443,1266,499
1444,1242,526
1445,1093,490
1446,1039,483
1447,1020,493
1448,1020,493
1449,1013,477
1450,1013,477
1451,1014,478
1452,1048,446
1453,1053,547
1454,1242,526
1455,1115,496
1456,1020,493
1457,771,578
1458,721,571
1459,335,943
1460,1497,570
1461,1484,386
1462,1558,373
1463,755,459
1464,758,459
1465,758,467
1466,734,476
1467,1262,525
1468,748,476
1469,738,477
1470,738,477
1471,734,476
1472,737,477
1473,1013,480
1474,888,523
1475,917,492
1476,1105,503
1477,1146,605
1478,1140,592
1479,1150,586
1480,1117,499
1481,1110,502
1482,1299,715
1483,1298,713
1484,1298,714
1485,1299,714
1486,1298,714
1487,619,707
1488,1008,478
1489,1008,474
1490,446,889
1491,442,898
1492,274,1006
1493,250,1028
1494,636,913
1495,645,924
1496,637,918
1497,639,916
1498,632,919
1499,633,909
1500,645,924
1501,952,578
1502,174,1044
1503,213,1023
1504,619,707
1505,888,523
1506,1501,464
1507,1009,479
1508,1010,480
1509,174,1044
1510,1537,584
1511,1528,594
1512,1536,604
1513,1537,597
1514,174,1044
1515,213,1023
1516,1013,477
1517,1518,691
1518,1491,431
1519,1275,518
1520,1264,525
1521,1273,522
1522,1110,502
1523,1150,586
1524,1469,386
1525,1464,379
1526,1571,581
1527,1569,579
1528,1571,580
1529,1570,587
1530,1545,596
1531,1537,597
1532,1503,561
1533,1507,551
1534,1443,776
1535,1202,684
1536,1188,703
1537,174,1044
1538,171,1021
1539,1000,456
1540,1602,859
1541,1603,869
1542,1828,1441
1543,1821,1445
1544,1824,1448
1545,1823,1447
1546,2051,1446
1547,2051,1443
1548,2053,1437
1549,2069,1514
1550,2052,1446
1551,2052,1446
1552,1827,1452
1553,1802,1242
1554,1141,559
1555,1138,556
1556,171,1021
1557,174,1044
1558,213,1023
1559,213,1023
1560,174,1044
1561,213,1023
1562,1008,478
1563,438,873
1564,306,992
1565,305,959
1566,213,1023
1567,1464,379
1568,1266,526
1569,1262,525
1570,1264,525
1571,1014,478
1572,1127,544
1573,1133,532
1574,1096,528
1575,1121,560
1576,632,477
1577,319,941
1578,305,959
1579,213,1023
1580,174,1044
1581,1008,474
1582,1014,478
1583,174,1044
1584,1265,519
1585,1262,525
1586,1266,526
1587,1457,776
1588,1454,779
1589,1441,759
1590,1150,586
1591,1138,556
1592,1141,559
1593,1461,495
1594,1456,581
1595,1451,578
1596,1495,631
1597,1494,632
1598,1499,660
1599,1499,666
1600,1498,660
1601,1499,662
1602,1496,664
1603,1500,666
1604,1459,709
1605,1358,631
1606,1353,627
1607,1537,584
1608,582,879
1609,1512,684
1610,1510,691
1611,1461,489
1612,1470,491
1613,888,523
1614,1359,634
1615,1353,627
1616,1355,629
1617,1360,629
1618,1309,410
1619,1114,498
1620,1436,808
1621,1438,810
1622,1141,559
1623,1533,680
1624,1534,680
1625,1515,696
1626,1460,521
1627,1471,520
1628,1114,498
1629,213,1023
1630,174,1044
1631,1107,494
1632,1117,499
1633,619,707
1634,662,625
1635,680,663
1636,1118,502
1637,1305,549
1638,1150,586
1639,1100,503
1640,1114,498
1641,1113,499
1642,1117,499
1643,1110,502
1644,1144,599
1645,1140,590
1646,1150,586
1647,1164,643
1648,1394,802
1649,1401,801
1650,1150,586
1651,1143,593
1652,1039,483
1653,1085,462
1654,1113,499
1655,1085,462
1656,797,591
1657,771,578
1658,890,525
1659,1013,477
1660,1198,682
1661,1200,684
1662,1208,710
1663,1195,713
1664,1176,713
1665,1188,703
1666,661,695
1667,658,688
1668,657,682
1669,438,873
1670,353,968
1671,213,1023
1672,174,1044
1673,213,1023
1674,885,522
1675,171,1021
1676,213,1023
1677,174,1044
1678,888,523
1679,1014,478
1680,1309,410
1681,1442,376
1682,1443,389
1683,1445,386
1684,1445,384
1685,1110,502
1686,1408,783
1687,1409,781
1688,1403,825
1689,1172,565
1690,1141,559
1691,638,709
1692,619,707
1693,619,707
1694,1085,462
1695,213,1023
1696,1530,824
1697,1531,826
1698,1532,826
1699,888,523
1700,1014,478
1701,834,558
1702,174,1044
1703,213,1023
1704,451,819
1705,888,523
1706,1445,384
1707,1444,378
1708,1100,503
1709,1110,502
1710,1150,586
1711,1614,847
1712,1610,845
1713,1610,843
1714,1669,819
1715,1657,831
1716,1652,836
1717,1648,840
1718,1586,835
1719,1293,714
1720,1141,559
1721,1143,560
1722,1014,478
1723,444,1101
1724,441,1098
1725,443,1097
1726,174,1044
1727,619,707
1728,1498,766
1729,1701,738
1730,1695,613
1731,1692,600
1732,1608,488
1733,213,1023
1734,174,1044
1735,1418,545
1736,1702,749
1737,1623,846
1738,1653,835
1739,1637,842
1740,1480,617
1741,1410,525
1742,1411,524
1743,365,1202
1744,364,1202
1745,365,1201
1746,366,1203
1747,1265,525
1748,1262,525
1749,1250,499
1750,184,1081
1751,213,1023
1752,213,1023
1753,1819,504
1754,1773,519
1755,1095,498
1756,1094,496
1757,213,1023
1758,493,806
1759,1537,597
1760,213,1023
1761,434,1094
1762,434,1095
1763,1446,709
1764,1446,709
1765,365,1202
1766,356,1199
1767,176,1171
1768,771,578
1769,1013,477
1770,1013,480
1771,680,663
1772,493,806
1773,619,707
