car_id,Column1,Column2
688,76,2165
689,1336,382
690,536,477
691,37,1997
692,1547,10
693,44,0
694,1523,161
695,288,230
696,1039,487
697,43,1448
698,42,1376
699,272,560
700,160,2081
701,1581,701
702,696,924
703,305,927
704,1127,2050
705,403,747
706,1085,1492
707,1741,1082
708,123,617
709,459,15
710,476,1287
711,593,1427
712,894,2085
713,1394,1728
714,1577,1552
715,1726,1905
716,112,1976
717,1022,1559
718,1399,1535
719,1235,901
720,900,730
721,551,1665
722,581,175
723,283,1612
724,530,1398
725,902,425
726,1673,412
727,1721,1724
728,1658,721
729,593,571
730,725,793
731,1552,865
732,621,260
733,574,1325
734,518,1511
735,602,1880
736,746,2013
737,1028,833
738,1016,144
739,682,24
740,268,1212
741,1520,595
742,474,2162
743,1196,858
744,469,506
745,1186,1082
746,341,318
747,1072,525
748,205,1006
749,311,1159
750,987,856
751,958,1820
752,97,1339
753,1592,963
754,201,1063
755,1569,1307
756,123,2057
757,1524,1554
758,1325,2120
759,859,984
760,1064,1026
761,248,172
762,359,1529
763,989,1933
764,1622,1401
765,1764,1915
766,725,912
767,44,132
768,942,377
769,1740,234
770,432,1561
771,342,1206
772,1351,1097
773,1338,983
774,1027,1139
775,369,1513
776,1712,1724
777,1359,205
778,1135,1082
779,1304,1489
780,1125,2135
781,1696,1405
782,649,1688
783,1102,1588
784,542,509
785,1310,722
786,642,1173
787,897,660
788,1567,1468
789,1219,1652
790,1349,839
791,415,1536
792,1384,107
793,1759,297
794,288,1662
795,1587,32
796,476,943
797,659,1048
798,361,1814
799,109,453
800,1562,1542
801,852,1024
802,484,969
803,1247,1305
804,538,1405
805,647,572
806,1271,1555
807,1315,1353
808,1013,2008
809,1654,1198
810,274,582
811,1041,1243
812,4,1614
813,454,938
814,940,1757
815,1760,1682
816,852,1116
817,1261,112
818,565,846
819,525,969
820,358,1958
821,924,84
822,214,755
823,1416,1791
824,1235,1275
825,827,1060
826,783,1191
827,547,1056
828,459,1114
829,598,779
830,77,2052
831,74,1786
832,491,2185
833,815,789
834,828,40
835,609,1071
836,1132,671
837,815,1812
838,1086,1437
839,680,1551
840,371,1875
841,333,446
842,1479,1600
843,1220,942
844,1619,408
845,600,1747
846,1716,1677
847,231,1575
848,226,417
849,1502,188
850,1735,984
851,188,373
852,1354,263
853,1686,1890
854,1005,2024
855,1040,1453
856,540,310
857,368,459
858,811,1862
859,1392,380
860,594,843
861,1563,214
862,739,1788
863,104,1522
864,1246,350
865,66,2022
866,816,734
867,1139,198
868,776,1602
869,428,1324
870,693,1721
871,353,1689
872,1593,1254
873,1203,1090
874,12,621
875,1334,474
876,1707,1442
877,889,106
878,306,946
879,882,1708
880,997,2170
881,338,690
882,796,848
883,1333,612
884,196,695
885,1707,877
886,355,69
887,1171,4
888,397,1787
889,863,304
890,704,71
891,1490,2155
892,1345,393
893,1464,2049
894,662,1310
895,1610,1321
896,1036,1855
897,820,1641
898,252,733
899,1034,243
900,171,1781
901,1351,690
902,824,2158
903,642,1575
904,595,1420
905,1683,378
906,545,1046
907,714,918
908,1084,1887
909,518,1614
910,1142,1821
911,1730,896
912,843,1797
913,1426,788
914,334,530
915,610,2079
916,598,2114
917,981,2180
918,830,1529
919,1271,373
920,504,354
921,208,2105
922,1570,52
923,499,1193
924,984,650
925,1248,610
926,1628,1329
927,516,1009
928,1396,2079
929,76,1874
930,474,1153
931,1256,1353
932,199,128
933,1010,905
934,1393,1992
935,950,848
936,753,655
937,203,947
938,208,1036
939,397,426
940,425,1989
941,509,2111
942,747,1845
943,1656,1497
944,1651,1187
945,831,1629
946,820,1226
947,1236,395
948,666,110
949,70,1732
950,1071,466
951,284,150
952,1471,1408
953,798,1784
954,956,2216
955,777,1383
956,471,1401
957,66,1806
958,228,1130
959,1616,1026
960,1033,1749
961,1140,1078
962,686,399
963,747,2174
964,547,357
965,1313,1057
966,109,1159
967,292,401
968,635,1266
969,642,2104
970,457,350
971,1733,339
972,859,634
973,171,809
974,354,1263
975,599,1497
976,501,411
977,92,316
978,413,1500
979,150,934
980,293,1065
981,349,1886
982,376,764
983,1242,778
984,1290,584
985,461,1809
986,1541,209
987,1282,525
988,528,1585
989,388,19
990,1484,1457
991,1407,188
992,1629,1540
993,1227,185
994,1335,1173
995,584,1525
996,1016,1092
997,347,756
998,1230,527
999,303,1712
1000,32,572
1001,586,1486
1002,1292,1897
1003,548,1219
1004,1165,1879
1005,1746,1086
1006,645,1095
1007,802,1414
1008,95,1454
1009,932,2186
1010,1017,1080
1011,591,1610
1012,986,207
1013,588,431
1014,1332,458
1015,4,449
1016,1487,1377
1017,940,1494
1018,427,331
1019,646,1132
1020,972,781
1021,1358,237
1022,1664,160
1023,1256,1668
1024,1548,2153
1025,39,1882
1026,88,1377
1027,854,442
1028,70,250
1029,491,1486
1030,1077,2092
1031,876,201
1032,971,558
1033,1633,1874
1034,192,534
1035,587,754
1036,154,407
1037,1388,790
1038,1343,1850
1039,998,1497
1040,341,847
1041,131,1298
1042,1391,1178
1043,108,1040
1044,1387,1534
1045,454,395
1046,1269,1641
1047,637,390
1048,45,2059
1049,1620,429
1050,1607,468
1051,106,1073
1052,1041,264
1053,1491,714
1054,212,638
1055,1561,83
1056,1498,216
1057,1465,1793
1058,1327,1879
1059,358,433
1060,811,492
1061,975,507
1062,1559,392
1063,1290,1985
1064,1206,1921
1065,810,1296
1066,1649,395
1067,961,512
1068,618,1657
1069,574,2050
1070,1148,331
1071,1024,1686
1072,179,858
1073,939,1496
1074,1723,313
1075,253,1427
1076,2,552
1077,1729,750
1078,13,1229
1079,1600,900
1080,1493,852
1081,392,237
1082,1198,592
1083,1181,133
1084,593,1611
1085,150,1424
1086,1013,1074
1087,874,1602
1088,1581,992
1089,1569,1463
1090,302,1153
1091,321,1959
1092,199,1113
1093,5,2114
1094,1605,1435
1095,1738,534
1096,898,1532
1097,603,1107
1098,344,1614
1099,1633,651
1100,275,1825
1101,106,1551
1102,413,482
1103,1231,1925
1104,1513,1765
1105,1719,1634
1106,270,1832
1107,999,916
1108,1437,1059
1109,931,1362
1110,1398,180
1111,789,1863
1112,1046,1989
1113,1276,341
1114,1257,1450
1115,1083,307
1116,844,814
1117,1747,851
1118,1551,2005
1119,540,2173
1120,720,950
1121,978,1498
1122,1583,980
1123,936,276
1124,992,1343
1125,1378,1303
1126,426,912
1127,1617,219
1128,1583,1581
1129,1636,181
1130,27,29
1131,1248,896
1132,1317,200
1133,623,742
1134,677,2164
1135,1760,1453
1136,934,1938
1137,1676,2011
1138,808,818
1139,786,739
1140,610,1288
1141,388,1394
1142,1755,1090
1143,200,765
1144,1264,129
1145,73,1436
1146,1062,753
1147,1377,1343
1148,1248,2187
1149,226,1313
1150,807,565
1151,617,355
1152,716,2198
1153,1428,162
1154,1277,1841
1155,1637,20
1156,982,508
1157,1375,23
1158,167,1540
1159,1640,585
1160,1640,1008
1161,617,510
1162,148,615
1163,161,925
1164,94,549
1165,190,607
1166,1356,1473
1167,1267,1133
1168,1152,631
1169,1280,1117
1170,658,1412
1171,1524,1144
1172,1136,222
1173,1681,832
1174,1349,2029
1175,995,1655
1176,227,1296
1177,1344,209
1178,1447,541
1179,1242,559
1180,421,1851
1181,1446,726
1182,1407,1721
1183,1265,593
1184,1654,982
1185,499,1693
1186,1335,1800
1187,944,1983
1188,371,195
1189,1360,379
1190,326,1946
1191,319,44
1192,1176,1393
1193,487,67
1194,591,2015
1195,985,1638
1196,674,115
1197,1342,1454
1198,314,365
1199,1565,1617
1200,93,534
1201,666,550
1202,497,237
1203,1213,861
1204,1114,1115
1205,453,1258
1206,301,111
1207,1697,1508
1208,1036,72
1209,1431,2202
1210,1491,730
1211,957,762
1212,1414,160
1213,428,1109
1214,704,2171
1215,1721,2211
1216,1265,842
1217,971,1112
1218,1535,167
1219,1188,1586
1220,890,1251
1221,1047,1651
1222,418,1871
1223,1473,1175
1224,1398,1815
1225,998,1500
1226,812,1306
1227,723,2156
1228,508,278
1229,1539,1077
1230,1042,1316
1231,799,617
1232,677,775
1233,1084,427
1234,1538,71
1235,888,1720
1236,32,1093
1237,469,1078
1238,785,2149
1239,1219,2014
1240,1224,570
1241,323,1200
1242,1325,742
1243,1423,555
1244,569,1269
1245,1753,1314
1246,1108,1060
1247,1117,1201
1248,965,1873
1249,203,598
1250,1626,2094
1251,150,683
1252,1202,1372
1253,1701,1889
1254,1089,1577
1255,854,1759
1256,1152,1667
1257,663,69
1258,622,83
1259,788,374
1260,1091,1182
1261,868,2126
1262,774,1221
1263,209,1776
1264,164,592
1265,685,1256
1266,308,756
1267,337,1610
1268,646,1725
1269,1695,1109
1270,1264,2059
1271,1393,149
1272,998,211
1273,39,1868
1274,154,2008
1275,151,1115
1276,91,1193
1277,291,1969
1278,570,2005
1279,308,106
1280,1583,887
1281,258,533
1282,1155,689
1283,167,128
1284,859,1615
1285,1639,328
1286,1238,105
1287,770,208
1288,1226,1570
1289,46,2199
1290,847,1198
1291,2,824
1292,1114,1318
1293,1129,291
1294,1007,693
1295,523,300
1296,1372,1396
1297,778,1511
1298,1234,106
1299,110,1172
1300,991,1858
1301,1131,2118
1302,157,356
1303,245,1241
1304,171,1720
1305,1665,1934
1306,566,586
1307,684,1212
1308,1323,246
1309,999,1688
1310,954,261
1311,91,1919
1312,969,1752
1313,1646,1840
1314,6,1246
1315,1646,1449
1316,173,1823
1317,417,402
1318,1396,1195
1319,1667,279
1320,526,342
1321,262,1188
1322,592,1517
1323,1369,826
1324,1451,1679
1325,1019,539
1326,475,546
1327,1432,2119
1328,800,1961
1329,97,325
1330,458,838
1331,227,825
1332,1478,1820
1333,1665,885
1334,976,950
1335,484,1044
1336,1401,1335
1337,859,2198
1338,327,1354
1339,521,247
1340,192,1775
1341,439,610
1342,379,459
1343,1744,993
1344,1539,1656
1345,471,2152
1346,1449,1322
1347,927,1788
1348,702,865
1349,213,164
1350,1358,127
1351,1277,949
1352,1328,1796
1353,821,1839
1354,912,1588
1355,722,1986
1356,759,1699
1357,1348,1903
1358,83,109
1359,1475,273
1360,509,1619
1361,704,1696
1362,1060,1466
1363,143,56
1364,496,2156
1365,672,1313
1366,420,811
1367,596,1159
1368,799,489
1369,492,1949
1370,20,472
1371,1186,1387
1372,549,445
1373,1567,1725
1374,197,991
1375,1721,841
1376,685,212
1377,1310,701
1378,123,2078
1379,198,65
1380,1039,1879
1381,1663,1338
1382,284,1459
1383,1139,2109
1384,730,1464
1385,1699,1667
1386,603,318
1387,218,944
1388,558,744
1389,507,1096
1390,1216,652
1391,485,573
1392,647,1744
1393,881,1803
1394,1651,1807
1395,1100,590
1396,1487,1845
1397,57,661
1398,1520,2174
1399,1410,384
1400,1050,1922
1401,317,1691
1402,255,1398
1403,502,1278
1404,624,1646
1405,171,9
1406,455,258
1407,1537,1653
1408,444,673
1409,1067,985
1410,906,1129
1411,823,1995
1412,55,1033
1413,421,2218
1414,545,2070
1415,806,162
1416,1075,486
1417,327,1280
1418,1715,718
1419,103,1126
1420,1625,1850
1421,403,361
1422,152,792
1423,84,1433
1424,1490,955
1425,1596,878
1426,479,1156
1427,69,848
1428,1519,535
1429,707,2077
1430,755,1078
1431,21,1568
1432,704,623
1433,1358,1741
1434,498,2191
1435,1471,533
1436,1691,794
1437,1286,1278
1438,1432,682
1439,442,733
1440,1125,1966
1441,179,1089
1442,1084,902
1443,1208,1403
1444,993,262
1445,177,129
1446,932,352
1447,1719,1897
1448,1527,1758
1449,1561,279
1450,127,1291
1451,1260,870
1452,1360,1836
1453,593,1378
1454,1637,1854
1455,1421,1913
1456,746,241
1457,1070,835
1458,1730,1057
1459,252,1507
1460,934,1592
1461,1317,174
1462,574,1105
1463,88,692
1464,237,1648
1465,1433,72
1466,1376,553
1467,22,1581
1468,939,924
1469,1140,1876
1470,170,1237
1471,873,1505
1472,503,1979
1473,1617,157
1474,1271,1695
1475,1461,632
1476,1143,1097
1477,602,1102
1478,92,1694
1479,1128,991
1480,1570,838
1481,242,2089
1482,1079,26
1483,187,1625
1484,1523,2030
1485,1398,592
1486,1746,1676
1487,962,1878
1488,1182,811
1489,14,2154
1490,479,261
1491,1633,1976
1492,864,1066
1493,781,1037
1494,1103,1703
1495,1240,1049
1496,1498,924
1497,217,2048
1498,460,1660
1499,40,1367
1500,436,1731
1501,1090,2176
1502,1741,1040
1503,1278,1685
1504,806,1981
1505,1481,475
1506,1429,1599
1507,905,732
1508,1538,1742
1509,1541,2150
1510,1289,96
1511,1592,905
1512,1515,314
1513,392,1273
1514,177,536
1515,1353,2080
1516,189,276
1517,280,26
1518,690,2119
1519,1738,20
1520,317,444
1521,1294,1134
1522,430,969
1523,1443,1684
1524,1412,1011
1525,2,2164
1526,1306,1794
1527,287,395
1528,1539,1428
1529,1657,86
1530,310,337
1531,1015,1159
1532,424,2154
1533,581,1806
1534,339,2014
1535,973,1718
1536,970,1826
1537,74,729
1538,702,1393
1539,126,1986
1540,563,633
1541,1619,1590
1542,1354,230
1543,193,184
1544,604,1261
1545,436,1022
1546,1461,288
1547,1152,200
1548,38,482
1549,1094,438
1550,1083,2145
1551,121,1043
1552,1721,1364
1553,1631,2181
1554,1391,1328
1555,1246,356
1556,344,2128
1557,1690,2168
1558,1209,256
1559,573,1997
1560,471,37
1561,588,1227
1562,1448,1602
1563,1537,739
1564,909,1908
1565,83,917
1566,399,1714
1567,1665,617
1568,1428,1891
1569,251,392
1570,1739,987
1571,178,1403
1572,5,1449
1573,1061,966
1574,1417,968
1575,1075,509
1576,1166,1017
1577,898,1889
1578,964,1516
1579,526,611
1580,1543,1844
1581,855,1694
1582,899,443
1583,1082,1444
1584,32,2110
1585,1643,449
1586,888,436
1587,948,1601
1588,696,138
1589,603,843
1590,686,1875
1591,1477,1302
1592,773,549
1593,1711,529
1594,489,1656
1595,1192,351
1596,1544,2190
1597,1701,1817
1598,1108,630
1599,1413,1180
1600,158,1898
1601,659,1724
1602,1131,1089
1603,143,1215
1604,306,359
1605,1613,2086
1606,1037,1959
1607,621,47
1608,771,1868
1609,1697,1470
1610,1765,501
1611,797,1665
1612,1532,2013
1613,473,981
1614,1365,2190
1615,1582,1925
1616,1554,125
1617,1368,542
1618,1000,1889
1619,40,251
1620,755,2218
1621,1349,80
1622,1623,827
1623,1709,66
1624,1614,1830
1625,73,312
1626,1744,667
1627,1149,883
1628,1608,892
1629,465,1650
1630,1248,512
1631,1500,1993
1632,1584,1781
1633,331,2008
1634,688,1442
1635,361,1102
1636,799,1152
1637,1082,1301
1638,764,1394
1639,626,1266
1640,591,2199
1641,692,771
1642,1248,1420
1643,155,2060
1644,219,2072
1645,1345,1431
1646,96,283
1647,1488,169
1648,1644,372
1649,701,1189
1650,1232,1886
1651,377,1154
1652,526,181
1653,1075,521
1654,1552,440
1655,666,1083
1656,1514,2015
1657,98,218
1658,550,1852
1659,344,2100
1660,1207,550
1661,1696,789
1662,496,281
1663,1212,951
1664,211,1687
1665,270,623
1666,910,437
1667,1442,957
1668,876,123
1669,1278,1822
1670,399,694
1671,471,405
1672,568,1962
1673,1473,47
1674,278,1709
1675,709,559
1676,252,991
1677,891,1061
1678,1727,1207
1679,1627,2027
1680,702,1240
1681,804,861
1682,1505,1181
1683,1114,1617
1684,721,48
1685,1297,1297
1686,1137,1314
1687,371,1971
1688,818,514
1689,375,1257
1690,319,150
1691,686,787
1692,556,1650
1693,549,1533
1694,1343,872
1695,1014,1393
1696,1139,1136
1697,822,1164
1698,448,2139
1699,606,1297
1700,183,1222
1701,1464,918
1702,1639,203
1703,238,1244
1704,1726,910
1705,346,1825
1706,109,841
1707,628,121
1708,906,69
1709,773,155
1710,1586,771
1711,1002,915
1712,327,2215
1713,665,1910
1714,401,614
1715,1100,1933
1716,1339,1572
1717,648,1516
1718,90,1939
1719,1588,338
1720,1284,1870
1721,1585,1110
1722,560,1588
1723,928,878
1724,522,2178
1725,1611,322
1726,1021,1662
1727,382,885
1728,1647,1357
1729,586,1902
1730,1186,1110
1731,1749,1279
1732,345,1978
1733,207,119
1734,627,1420
1735,861,1625
1736,1556,2117
1737,569,1740
1738,1134,908
1739,1708,1747
1740,221,950
1741,912,496
1742,1068,1460
1743,241,498
1744,43,318
1745,188,334
1746,870,2137
1747,101,1318
1748,1268,1148
1749,734,220
1750,894,1100
1751,459,2186
1752,487,1814
1753,1117,1934
1754,1179,327
1755,966,986
1756,1496,1302
1757,626,344
1758,1593,1425
1759,603,792
1760,990,1119
1761,807,1302
1762,1636,1454
1763,1243,2177
1764,484,1907
1765,1213,1941
1766,887,1758
1767,160,999
1768,1150,1174
1769,870,1587
1770,546,1669
1771,1249,2149
1772,1634,174
1773,1312,2040
1774,1701,1112
1775,995,1896
1776,1280,251
1777,1124,1336
1778,916,370
1779,59,2136
1780,1628,1321
1781,967,1636
1782,1568,159
1783,1438,628
1784,459,291
1785,383,180
1786,1458,1177
1787,338,777
1788,486,450
1789,1519,1892
1790,648,902
1791,937,1906
1792,1032,714
1793,361,1287
1794,1298,411
1795,897,346
1796,1053,1443
1797,0,1831
1798,813,1223
1799,205,142
1800,1091,1779
1801,576,1020
1802,524,1536
1803,196,292
1804,1143,368
1805,781,1204
1806,117,2010
1807,577,380
1808,1007,978
1809,689,1705
1810,798,801
1811,1210,301
1812,70,301
1813,1646,1089
1814,338,989
1815,172,10
1816,374,941
1817,763,580
1818,1145,1095
1819,728,863
1820,399,435
1821,206,2143
1822,5,1026
1823,1531,932
1824,1666,906
1825,764,1373
1826,17,982
1827,1141,595
1828,632,1640
1829,754,433
1830,38,1186
1831,974,1097
1832,1040,2123
1833,1544,1895
1834,974,1169
1835,463,2122
1836,477,153
1837,367,949
1838,1623,288
1839,1027,1213
1840,1254,1376
1841,1749,1968
1842,603,1065
1843,830,2211
1844,1012,1107
1845,1398,1177
1846,1760,1549
1847,79,1528
1848,1464,1072
1849,565,1250
1850,1027,346
1851,541,505
1852,812,186
1853,548,2168
1854,1477,615
1855,255,952
1856,616,1455
1857,1274,714
1858,1349,279
1859,430,667
1860,1379,44
1861,1179,1601
1862,262,1805
1863,812,364
1864,989,989
1865,757,1144
1866,157,1423
1867,46,332
1868,905,43
1869,220,1684
1870,328,869
1871,1315,1435
1872,335,1878
